amount,frequency,geolocation,device_id,merchant_type,payment_method,is_fraud
30.57,12,CA,dev_2546,Fuel,Net Banking,0
150.77,5,BR,dev_9320,Travel,Debit Card,0
235.24,14,AU,dev_3181,Clothing,Credit Card,0
172.93,15,DE,dev_6302,Electronics,Debit Card,0
107.48,15,AU,dev_7417,Fuel,Debit Card,0
26.0,9,BR,dev_7422,Fuel,UPI,0
26.46,8,SG,dev_3475,Pharmacy,Debit Card,0
264.53,8,FR,dev_7695,Grocery,Net Banking,0
0.83,16,DE,dev_4316,Clothing,Debit Card,0
100.72,16,FR,dev_2577,Electronics,E-Wallet,0
98.0,16,CA,dev_5480,Electronics,Debit Card,0
77.97,11,AU,dev_1583,Travel,E-Wallet,0
369.29,12,SG,dev_3850,Pharmacy,Debit Card,0
29.9,11,CA,dev_9074,Pharmacy,Debit Card,0
33.24,13,GB,dev_7166,Grocery,Net Banking,0
6.58,9,AU,dev_8500,Pharmacy,E-Wallet,0
46.79,18,BR,dev_5613,Grocery,E-Wallet,0
24.2,1,SG,dev_4900,Fuel,UPI,0
33.65,3,DE,dev_5083,Fuel,Debit Card,0
143.94,18,SG,dev_2936,Electronics,Debit Card,0
219.27,6,AU,dev_2614,Travel,Net Banking,0
16.44,14,IN,dev_9247,Electronics,UPI,0
37.28,14,CA,dev_9878,Pharmacy,UPI,0
211.19,5,SG,dev_5301,Restaurants,Net Banking,0
5.1,2,FR,dev_6553,Fuel,E-Wallet,0
7.75,5,CA,dev_6320,Restaurants,Credit Card,0
14.21,15,FR,dev_9861,Pharmacy,Net Banking,0
72.35,1,SG,dev_8485,Travel,E-Wallet,0
13.05,6,IN,dev_4830,Electronics,UPI,0
275.55,10,CA,dev_8764,Fuel,Net Banking,0
47.35,6,BR,dev_2548,Travel,Credit Card,0
55.7,3,CA,dev_9617,Electronics,Debit Card,0
22.66,19,DE,dev_5001,Electronics,Net Banking,0
50.94,6,SG,dev_9142,Restaurants,Credit Card,0
86.76,3,GB,dev_7454,Clothing,Credit Card,0
111.28,11,AU,dev_2680,Pharmacy,Net Banking,0
112.15,4,US,dev_4180,Grocery,E-Wallet,0
69.0,18,ZA,dev_1969,Fuel,Net Banking,0
187.77,4,GB,dev_3792,Grocery,UPI,0
136.04,18,FR,dev_1388,Travel,Credit Card,0
113.19,2,BR,dev_1788,Grocery,Credit Card,0
4.58,10,BR,dev_5651,Restaurants,Debit Card,0
0.55,6,ZA,dev_4658,Clothing,Credit Card,0
19.11,16,IN,dev_7095,Fuel,Debit Card,0
87.14,8,DE,dev_7377,Pharmacy,Credit Card,0
42.37,8,AU,dev_9414,Electronics,Credit Card,0
41.19,9,GB,dev_1690,Electronics,Net Banking,0
172.74,12,US,dev_4534,Pharmacy,Net Banking,0
180.73,14,CA,dev_2064,Restaurants,UPI,0
191.91,4,ZA,dev_4806,Fuel,E-Wallet,0
30.14,2,IN,dev_3381,Grocery,UPI,0
93.97,7,BR,dev_4846,Pharmacy,Credit Card,0
25.36,19,US,dev_8229,Electronics,UPI,0
16.92,9,BR,dev_2900,Grocery,Net Banking,0
16.33,12,SG,dev_8500,Restaurants,Credit Card,0
33.5,2,ZA,dev_7055,Electronics,Credit Card,0
44.96,7,IN,dev_7431,Travel,UPI,0
142.2,8,CA,dev_2835,Clothing,Debit Card,0
10.22,11,FR,dev_5952,Grocery,E-Wallet,0
106.22,10,IN,dev_1967,Pharmacy,UPI,0
60.65,1,AU,dev_4379,Fuel,UPI,0
27.17,17,CA,dev_1892,Grocery,E-Wallet,0
54.31,8,GB,dev_2468,Grocery,Credit Card,0
28.53,1,IN,dev_5081,Grocery,Credit Card,0
72.52,1,CA,dev_8998,Pharmacy,Debit Card,0
45.51,2,GB,dev_4142,Restaurants,UPI,0
14.37,15,IN,dev_2226,Restaurants,E-Wallet,0
9.92,18,US,dev_7320,Fuel,UPI,0
63.3,3,FR,dev_9782,Restaurants,Net Banking,0
186.16,17,US,dev_7380,Pharmacy,UPI,0
33.72,19,AU,dev_6801,Fuel,UPI,0
105.64,17,CA,dev_2764,Fuel,Net Banking,0
85.99,9,GB,dev_2875,Restaurants,Net Banking,0
214.54,10,SG,dev_6365,Electronics,E-Wallet,0
137.62,16,IN,dev_2392,Restaurants,Credit Card,0
66.89,19,SG,dev_7074,Electronics,Debit Card,1
85.61,15,IN,dev_9912,Travel,Net Banking,0
182.93,19,AU,dev_1371,Restaurants,Credit Card,0
40.8,12,SG,dev_2996,Travel,E-Wallet,0
31.66,1,GB,dev_6137,Restaurants,UPI,0
0.87,1,DE,dev_2794,Travel,E-Wallet,0
140.15,13,US,dev_4137,Clothing,E-Wallet,0
129.15,3,GB,dev_8855,Travel,Net Banking,0
8.83,16,BR,dev_5705,Electronics,Debit Card,0
68.8,12,ZA,dev_7328,Grocery,Net Banking,0
49.89,3,AU,dev_4758,Fuel,UPI,0
10.11,2,FR,dev_3116,Travel,Net Banking,0
315.27,11,IN,dev_2187,Grocery,UPI,0
19.33,7,GB,dev_2429,Pharmacy,Net Banking,0
5.57,1,SG,dev_6738,Clothing,Debit Card,0
72.28,5,ZA,dev_8834,Clothing,Credit Card,0
107.42,9,DE,dev_1653,Pharmacy,Debit Card,0
2.64,11,BR,dev_6212,Pharmacy,Net Banking,0
86.0,9,SG,dev_2219,Pharmacy,E-Wallet,0
60.79,9,US,dev_7702,Electronics,Credit Card,0
8.72,2,DE,dev_9780,Pharmacy,E-Wallet,0
15.15,19,ZA,dev_2977,Electronics,Debit Card,0
67.14,9,CA,dev_8445,Travel,Credit Card,0
28.12,8,CA,dev_5921,Restaurants,Net Banking,0
222.86,19,ZA,dev_6643,Pharmacy,E-Wallet,0
136.63,18,CA,dev_4854,Pharmacy,Net Banking,0
328.68,13,AU,dev_8401,Clothing,UPI,0
24.05,1,GB,dev_8065,Grocery,Credit Card,0
279.79,4,IN,dev_3157,Restaurants,E-Wallet,0
45.14,19,GB,dev_3868,Clothing,Debit Card,0
34.16,7,BR,dev_8311,Travel,Debit Card,0
4.13,6,GB,dev_2294,Pharmacy,Debit Card,0
4.34,5,GB,dev_9244,Clothing,Debit Card,0
94.22,10,US,dev_9516,Electronics,E-Wallet,0
48.99,11,IN,dev_5223,Grocery,UPI,0
20.55,17,GB,dev_6010,Grocery,Debit Card,0
76.15,18,IN,dev_5622,Electronics,Debit Card,0
23.32,9,FR,dev_3285,Pharmacy,Debit Card,0
68.95,13,CA,dev_6188,Pharmacy,UPI,1
35.6,2,SG,dev_7882,Restaurants,Credit Card,0
138.78,17,US,dev_9834,Electronics,Debit Card,0
137.49,14,CA,dev_2074,Pharmacy,Debit Card,0
51.91,5,IN,dev_2709,Grocery,Debit Card,0
34.56,9,CA,dev_4509,Pharmacy,Credit Card,0
36.02,11,GB,dev_7719,Travel,Debit Card,0
131.07,6,SG,dev_6896,Pharmacy,Credit Card,0
31.82,16,GB,dev_9630,Restaurants,Credit Card,0
18.76,0,BR,dev_8422,Fuel,Net Banking,0
7.08,17,GB,dev_2977,Clothing,Net Banking,0
50.29,14,SG,dev_9400,Fuel,Debit Card,0
52.64,18,DE,dev_6330,Travel,E-Wallet,0
147.06,0,FR,dev_7847,Fuel,Net Banking,0
20.0,4,IN,dev_6156,Pharmacy,Net Banking,0
38.37,14,FR,dev_1532,Restaurants,E-Wallet,0
132.19,2,BR,dev_5075,Grocery,UPI,0
138.81,0,FR,dev_7006,Grocery,Debit Card,0
38.84,7,CA,dev_6233,Travel,UPI,0
49.17,11,ZA,dev_1788,Fuel,UPI,0
28.91,18,US,dev_6051,Restaurants,Credit Card,0
215.72,11,SG,dev_2548,Clothing,Credit Card,0
10.1,12,US,dev_3115,Pharmacy,Debit Card,0
217.14,0,SG,dev_4222,Fuel,E-Wallet,0
92.13,18,IN,dev_9925,Fuel,Credit Card,0
60.67,5,FR,dev_5240,Clothing,Net Banking,0
2.66,7,IN,dev_7888,Electronics,Debit Card,0
51.64,3,GB,dev_5274,Pharmacy,UPI,0
41.91,4,GB,dev_2938,Travel,Debit Card,0
14.06,6,US,dev_5690,Pharmacy,Credit Card,0
85.46,3,AU,dev_5477,Restaurants,E-Wallet,0
283.65,19,AU,dev_6296,Travel,UPI,0
66.08,3,ZA,dev_1016,Clothing,E-Wallet,0
100.35,14,AU,dev_5072,Restaurants,Debit Card,0
5.67,4,BR,dev_9736,Grocery,E-Wallet,0
43.26,8,CA,dev_3286,Grocery,E-Wallet,0
9.9,1,CA,dev_2586,Pharmacy,Debit Card,0
75.9,6,GB,dev_2179,Restaurants,UPI,0
223.07,16,AU,dev_1698,Travel,E-Wallet,0
86.72,15,ZA,dev_5896,Travel,E-Wallet,0
6.39,16,SG,dev_7698,Grocery,Debit Card,0
35.04,19,GB,dev_3522,Grocery,Net Banking,0
64.0,1,IN,dev_6691,Clothing,E-Wallet,0
41.29,10,AU,dev_9962,Restaurants,Credit Card,0
143.49,1,GB,dev_8837,Travel,UPI,0
134.85,0,AU,dev_8797,Clothing,E-Wallet,0
75.71,1,BR,dev_5826,Travel,Debit Card,0
37.4,8,ZA,dev_3723,Grocery,Credit Card,0
23.59,1,US,dev_8390,Restaurants,Debit Card,0
8.95,14,DE,dev_5851,Electronics,E-Wallet,0
35.07,9,ZA,dev_1607,Restaurants,Credit Card,0
42.64,14,AU,dev_9267,Fuel,UPI,0
90.12,9,IN,dev_7559,Electronics,UPI,0
85.87,16,IN,dev_4480,Pharmacy,UPI,0
5.81,8,US,dev_7419,Pharmacy,Net Banking,0
40.24,17,FR,dev_5136,Clothing,Debit Card,0
16.05,3,IN,dev_5390,Electronics,E-Wallet,0
13.65,8,GB,dev_1983,Electronics,Credit Card,0
140.5,15,IN,dev_3734,Clothing,Debit Card,0
3.43,3,DE,dev_9202,Restaurants,E-Wallet,0
43.47,15,US,dev_4325,Clothing,Net Banking,0
14.73,18,GB,dev_2895,Fuel,E-Wallet,0
169.18,0,AU,dev_1663,Grocery,Debit Card,0
65.14,5,ZA,dev_1313,Pharmacy,E-Wallet,0
21.05,9,US,dev_1198,Grocery,Credit Card,0
55.84,15,DE,dev_2656,Pharmacy,Net Banking,0
105.19,3,CA,dev_3898,Electronics,Credit Card,0
253.83,12,DE,dev_9942,Clothing,Net Banking,0
19.92,15,SG,dev_2024,Clothing,Net Banking,0
173.85,19,SG,dev_5163,Clothing,E-Wallet,0
217.82,5,CA,dev_4868,Fuel,Credit Card,0
198.56,10,BR,dev_8306,Fuel,Net Banking,0
80.72,2,IN,dev_3606,Restaurants,Net Banking,0
79.5,19,ZA,dev_6830,Travel,E-Wallet,0
41.3,9,FR,dev_1685,Pharmacy,Debit Card,0
111.67,0,FR,dev_3414,Travel,Debit Card,0
60.62,19,ZA,dev_6676,Travel,UPI,0
90.52,10,DE,dev_5608,Pharmacy,UPI,0
44.75,11,CA,dev_8990,Restaurants,Net Banking,0
105.19,13,CA,dev_8700,Clothing,Debit Card,0
139.2,7,AU,dev_3879,Travel,Net Banking,0
12.67,10,US,dev_9369,Clothing,Credit Card,0
143.15,3,GB,dev_6092,Electronics,Debit Card,0
62.17,6,SG,dev_5793,Travel,Debit Card,0
148.97,9,FR,dev_1698,Electronics,Debit Card,0
45.15,18,IN,dev_2974,Restaurants,UPI,0
38.12,3,GB,dev_7431,Grocery,E-Wallet,0
197.27,1,DE,dev_3082,Fuel,E-Wallet,1
23.14,17,AU,dev_2733,Pharmacy,UPI,0
148.74,13,GB,dev_4238,Restaurants,UPI,0
52.94,15,AU,dev_7075,Restaurants,UPI,0
57.74,10,FR,dev_7095,Restaurants,E-Wallet,0
29.51,9,FR,dev_1119,Travel,Net Banking,0
68.09,16,IN,dev_1607,Electronics,UPI,0
31.47,13,CA,dev_8831,Fuel,Net Banking,0
3.2,3,DE,dev_9509,Travel,Net Banking,0
25.4,18,BR,dev_9800,Grocery,Credit Card,0
0.51,1,ZA,dev_5246,Pharmacy,E-Wallet,0
306.64,6,IN,dev_5897,Pharmacy,Net Banking,0
269.92,8,FR,dev_3877,Fuel,E-Wallet,0
40.22,18,US,dev_9328,Pharmacy,E-Wallet,0
104.27,15,CA,dev_2033,Pharmacy,Credit Card,0
33.95,15,ZA,dev_7291,Restaurants,E-Wallet,0
88.96,17,US,dev_8458,Clothing,Net Banking,1
130.96,10,IN,dev_5328,Grocery,Debit Card,0
234.63,6,GB,dev_2409,Electronics,Net Banking,0
40.89,8,BR,dev_6803,Grocery,Net Banking,0
122.34,3,AU,dev_7832,Travel,E-Wallet,0
24.73,12,ZA,dev_2322,Pharmacy,Net Banking,0
371.12,3,ZA,dev_4554,Clothing,Debit Card,0
2.09,18,IN,dev_7776,Travel,E-Wallet,0
74.01,1,ZA,dev_6294,Fuel,UPI,0
86.19,8,AU,dev_2195,Restaurants,Net Banking,0
93.19,11,AU,dev_7019,Pharmacy,Net Banking,0
10.26,1,US,dev_7571,Restaurants,Credit Card,0
223.14,5,GB,dev_6988,Grocery,UPI,0
15.99,4,AU,dev_9453,Restaurants,UPI,0
77.99,4,BR,dev_7990,Restaurants,Debit Card,0
20.15,19,ZA,dev_6599,Fuel,UPI,0
29.36,4,US,dev_9817,Electronics,Credit Card,0
63.25,3,FR,dev_5743,Electronics,Debit Card,0
43.19,8,US,dev_8008,Travel,UPI,0
13.97,9,BR,dev_6342,Pharmacy,Debit Card,0
15.0,15,CA,dev_7820,Travel,UPI,0
43.32,9,US,dev_7781,Electronics,UPI,0
113.27,9,FR,dev_3015,Grocery,UPI,0
182.59,18,AU,dev_5288,Electronics,Net Banking,0
7.03,9,SG,dev_6274,Travel,UPI,0
39.95,5,SG,dev_3097,Clothing,Net Banking,0
8.45,16,SG,dev_3467,Pharmacy,E-Wallet,0
1.34,4,CA,dev_5226,Restaurants,Credit Card,0
86.71,5,FR,dev_9681,Fuel,Debit Card,0
73.79,14,BR,dev_1920,Clothing,Debit Card,0
14.24,18,IN,dev_2798,Clothing,E-Wallet,0
21.31,17,SG,dev_7006,Restaurants,UPI,0
1.92,3,IN,dev_8122,Electronics,Credit Card,0
144.12,7,CA,dev_4220,Pharmacy,E-Wallet,0
294.13,15,IN,dev_7183,Grocery,E-Wallet,0
11.64,18,ZA,dev_3587,Clothing,Debit Card,0
21.06,19,CA,dev_9631,Grocery,Net Banking,0
162.24,2,IN,dev_8785,Fuel,Net Banking,0
208.8,9,US,dev_2132,Fuel,UPI,0
43.53,1,SG,dev_5050,Fuel,UPI,0
4.16,3,GB,dev_5285,Travel,E-Wallet,0
3.22,5,DE,dev_2493,Clothing,UPI,0
68.26,10,CA,dev_3007,Fuel,Net Banking,0
39.92,13,AU,dev_2811,Travel,Credit Card,0
2.33,15,DE,dev_5050,Fuel,Debit Card,0
70.02,18,BR,dev_4751,Electronics,Net Banking,0
0.91,1,CA,dev_1015,Clothing,UPI,0
123.86,16,CA,dev_6286,Travel,Debit Card,0
29.27,8,IN,dev_7758,Fuel,Debit Card,0
3.29,16,CA,dev_9557,Pharmacy,E-Wallet,0
71.01,14,SG,dev_5747,Travel,UPI,0
40.56,6,FR,dev_3057,Fuel,E-Wallet,0
291.36,18,FR,dev_9775,Electronics,Debit Card,0
62.86,2,BR,dev_3537,Grocery,E-Wallet,0
25.75,0,ZA,dev_8454,Fuel,UPI,0
98.88,3,GB,dev_3509,Grocery,Net Banking,0
25.34,17,ZA,dev_3385,Clothing,Credit Card,0
187.68,7,SG,dev_1622,Electronics,Net Banking,0
37.56,18,SG,dev_2936,Pharmacy,Debit Card,0
63.86,5,US,dev_4948,Clothing,Net Banking,0
4.15,0,FR,dev_2747,Pharmacy,E-Wallet,0
44.43,7,DE,dev_4224,Grocery,UPI,0
142.88,0,AU,dev_6532,Electronics,Net Banking,0
131.05,18,CA,dev_5881,Restaurants,Net Banking,0
20.32,10,GB,dev_3273,Electronics,UPI,0
20.5,14,AU,dev_6685,Electronics,E-Wallet,0
136.0,10,ZA,dev_2706,Pharmacy,Credit Card,1
213.2,18,AU,dev_8067,Restaurants,Net Banking,1
8.02,9,US,dev_9549,Travel,Debit Card,0
47.84,11,GB,dev_4789,Travel,E-Wallet,0
32.93,0,GB,dev_7844,Travel,E-Wallet,0
163.64,6,US,dev_5789,Grocery,Net Banking,0
6.98,16,SG,dev_9069,Electronics,UPI,0
18.97,9,US,dev_7847,Fuel,Net Banking,0
111.7,5,SG,dev_9073,Restaurants,Net Banking,0
4.21,16,DE,dev_3405,Fuel,UPI,0
54.27,17,BR,dev_8440,Grocery,Debit Card,0
46.69,4,SG,dev_2988,Restaurants,UPI,0
32.57,17,AU,dev_6566,Fuel,Net Banking,0
40.15,16,SG,dev_5252,Pharmacy,Credit Card,0
60.39,15,BR,dev_5249,Grocery,UPI,0
14.08,7,ZA,dev_5385,Grocery,Debit Card,0
67.89,12,CA,dev_5968,Grocery,UPI,0
130.96,15,US,dev_9040,Restaurants,UPI,0
114.22,10,CA,dev_2034,Fuel,E-Wallet,0
13.37,5,US,dev_5889,Fuel,E-Wallet,0
12.93,2,DE,dev_4858,Clothing,Net Banking,0
24.98,0,FR,dev_5365,Grocery,Net Banking,0
35.84,17,AU,dev_8605,Travel,UPI,0
42.0,4,AU,dev_8409,Electronics,Credit Card,0
91.08,12,ZA,dev_3604,Pharmacy,Net Banking,0
4.67,9,FR,dev_4138,Pharmacy,UPI,0
2.82,4,FR,dev_7997,Clothing,UPI,0
39.79,13,US,dev_6764,Clothing,UPI,0
95.57,16,AU,dev_4705,Restaurants,UPI,0
17.2,0,AU,dev_4295,Clothing,UPI,0
82.07,1,FR,dev_3871,Fuel,E-Wallet,0
24.07,6,US,dev_9641,Restaurants,Debit Card,0
173.78,9,SG,dev_7126,Restaurants,Debit Card,0
180.83,19,SG,dev_5495,Pharmacy,UPI,0
28.22,6,BR,dev_9514,Pharmacy,Net Banking,0
20.91,15,IN,dev_4061,Travel,Credit Card,0
42.39,4,GB,dev_3344,Grocery,UPI,0
22.01,11,DE,dev_9511,Clothing,Credit Card,0
89.27,16,US,dev_7112,Grocery,E-Wallet,0
139.93,15,SG,dev_2349,Grocery,Debit Card,0
89.45,19,ZA,dev_9954,Grocery,E-Wallet,0
139.14,15,GB,dev_5225,Restaurants,Net Banking,0
40.47,18,GB,dev_6201,Grocery,Net Banking,0
13.6,14,GB,dev_2199,Clothing,UPI,0
107.14,11,FR,dev_4675,Restaurants,Net Banking,0
35.76,9,BR,dev_5315,Clothing,Net Banking,0
89.0,1,ZA,dev_4533,Restaurants,E-Wallet,0
25.25,6,IN,dev_7996,Electronics,Credit Card,1
6.78,12,ZA,dev_6859,Electronics,Debit Card,0
392.31,2,ZA,dev_4458,Electronics,Net Banking,0
13.59,14,US,dev_4523,Electronics,Net Banking,0
356.68,0,BR,dev_1769,Restaurants,E-Wallet,0
302.76,2,CA,dev_9606,Grocery,Debit Card,0
126.32,9,BR,dev_3304,Travel,E-Wallet,0
86.17,14,CA,dev_5122,Pharmacy,Credit Card,0
68.98,5,IN,dev_7897,Fuel,E-Wallet,0
160.85,19,US,dev_8492,Travel,Debit Card,0
27.34,14,FR,dev_1739,Electronics,Debit Card,0
50.44,6,GB,dev_5726,Grocery,Net Banking,1
77.28,4,US,dev_3464,Clothing,Credit Card,0
42.37,3,FR,dev_9618,Grocery,UPI,0
44.62,17,US,dev_2930,Clothing,Net Banking,0
32.07,2,FR,dev_2416,Travel,E-Wallet,0
66.45,16,US,dev_5053,Grocery,E-Wallet,0
152.08,17,BR,dev_8329,Grocery,Debit Card,0
18.0,17,BR,dev_9610,Fuel,Debit Card,0
217.97,1,BR,dev_7041,Travel,Debit Card,0
93.46,12,GB,dev_3039,Grocery,UPI,0
138.65,14,DE,dev_4567,Clothing,UPI,0
64.99,4,AU,dev_3485,Pharmacy,Net Banking,0
120.95,2,CA,dev_8020,Grocery,UPI,0
1.31,4,BR,dev_7560,Clothing,Debit Card,0
136.47,4,DE,dev_9813,Electronics,Net Banking,0
3.28,4,CA,dev_2415,Grocery,Net Banking,0
176.52,2,US,dev_6639,Clothing,Credit Card,0
385.89,2,IN,dev_3516,Pharmacy,UPI,0
27.86,19,FR,dev_6265,Travel,E-Wallet,0
18.89,17,DE,dev_4569,Electronics,E-Wallet,0
115.98,19,ZA,dev_9308,Grocery,Credit Card,0
23.34,3,SG,dev_5611,Fuel,Debit Card,0
160.53,0,DE,dev_2515,Clothing,Credit Card,0
8.68,15,BR,dev_1410,Pharmacy,Debit Card,0
10.77,7,BR,dev_9360,Fuel,UPI,0
309.64,16,DE,dev_5979,Grocery,UPI,0
89.63,7,FR,dev_5370,Clothing,Net Banking,0
150.13,6,CA,dev_5765,Grocery,Net Banking,0
31.36,7,US,dev_2188,Electronics,Net Banking,0
90.28,11,SG,dev_9757,Pharmacy,Net Banking,0
72.16,15,US,dev_2916,Pharmacy,E-Wallet,0
73.94,11,GB,dev_9880,Electronics,Net Banking,0
91.79,18,FR,dev_2101,Grocery,Net Banking,0
68.52,9,BR,dev_2618,Grocery,Net Banking,0
44.84,6,GB,dev_5098,Restaurants,Debit Card,0
25.83,11,US,dev_9132,Grocery,Net Banking,1
117.08,19,US,dev_3848,Pharmacy,Credit Card,0
20.52,4,SG,dev_5678,Grocery,Net Banking,0
94.3,15,AU,dev_4005,Fuel,Net Banking,0
21.26,8,US,dev_4796,Fuel,E-Wallet,0
78.54,6,CA,dev_9914,Electronics,Net Banking,0
109.97,19,CA,dev_9085,Fuel,Debit Card,0
19.75,13,DE,dev_3643,Grocery,UPI,0
4.95,10,SG,dev_9428,Travel,Net Banking,0
11.23,6,SG,dev_8870,Grocery,Net Banking,0
74.51,9,BR,dev_8849,Pharmacy,Net Banking,0
151.47,8,US,dev_6211,Restaurants,E-Wallet,0
3.68,3,AU,dev_4100,Clothing,UPI,0
105.99,15,ZA,dev_4467,Pharmacy,E-Wallet,0
33.4,9,GB,dev_2420,Electronics,E-Wallet,0
52.09,18,SG,dev_4727,Fuel,E-Wallet,0
211.45,16,DE,dev_6048,Travel,Debit Card,0
32.27,8,DE,dev_4964,Pharmacy,UPI,0
50.09,12,US,dev_1960,Clothing,Debit Card,0
1.1,0,US,dev_9712,Travel,Debit Card,0
6.81,1,ZA,dev_2936,Electronics,UPI,0
23.94,12,IN,dev_7464,Fuel,Debit Card,0
2.26,8,IN,dev_6744,Restaurants,UPI,0
79.84,6,US,dev_3353,Pharmacy,Net Banking,0
44.47,15,FR,dev_2098,Pharmacy,E-Wallet,0
63.55,18,CA,dev_6922,Pharmacy,Debit Card,0
15.36,6,CA,dev_3244,Electronics,UPI,0
28.07,5,ZA,dev_3863,Travel,Credit Card,0
87.21,17,ZA,dev_2595,Travel,Debit Card,0
268.89,18,BR,dev_9677,Electronics,Debit Card,0
4.14,10,AU,dev_1842,Pharmacy,UPI,0
176.86,11,DE,dev_9812,Grocery,Credit Card,0
68.81,9,CA,dev_9240,Electronics,Credit Card,0
66.39,12,FR,dev_4590,Fuel,Net Banking,0
55.5,11,US,dev_6072,Fuel,Debit Card,0
5.75,9,SG,dev_1262,Restaurants,E-Wallet,0
7.53,19,FR,dev_2790,Electronics,Debit Card,0
73.49,17,BR,dev_8305,Clothing,E-Wallet,1
33.36,3,FR,dev_9773,Fuel,E-Wallet,0
199.37,4,SG,dev_7020,Fuel,UPI,0
41.75,4,GB,dev_7764,Fuel,Debit Card,0
12.37,11,IN,dev_5123,Grocery,UPI,0
100.34,2,GB,dev_7990,Clothing,Net Banking,0
27.78,7,DE,dev_4245,Pharmacy,E-Wallet,0
59.63,1,DE,dev_4552,Pharmacy,Credit Card,0
95.74,17,CA,dev_4500,Electronics,E-Wallet,0
184.42,8,SG,dev_6334,Grocery,Net Banking,0
125.69,12,DE,dev_7672,Fuel,E-Wallet,0
90.25,6,ZA,dev_1363,Pharmacy,UPI,0
91.06,9,CA,dev_4951,Clothing,Debit Card,0
233.39,8,BR,dev_7113,Pharmacy,Credit Card,0
28.06,14,CA,dev_9782,Clothing,UPI,0
0.09,4,GB,dev_9616,Grocery,Debit Card,0
25.39,11,US,dev_2280,Pharmacy,Credit Card,0
19.66,0,ZA,dev_4646,Fuel,Net Banking,0
86.74,11,ZA,dev_8233,Grocery,E-Wallet,0
80.35,5,AU,dev_2600,Travel,Credit Card,0
72.01,18,ZA,dev_2629,Fuel,Net Banking,0
1.31,18,ZA,dev_2941,Grocery,Debit Card,0
104.39,15,GB,dev_5755,Electronics,Credit Card,0
31.27,18,FR,dev_7861,Pharmacy,Net Banking,0
87.5,2,ZA,dev_7668,Fuel,Debit Card,0
65.06,9,US,dev_9782,Restaurants,UPI,0
33.57,17,IN,dev_1030,Fuel,E-Wallet,0
11.56,12,GB,dev_6421,Travel,Net Banking,1
7.93,17,GB,dev_7888,Grocery,UPI,0
142.47,2,FR,dev_5976,Restaurants,Debit Card,0
200.47,2,AU,dev_6568,Travel,Credit Card,0
83.94,11,FR,dev_3795,Electronics,E-Wallet,0
8.73,19,CA,dev_7086,Fuel,Debit Card,0
41.14,6,IN,dev_2621,Pharmacy,Net Banking,0
104.43,7,DE,dev_8592,Restaurants,E-Wallet,0
121.07,8,BR,dev_4474,Pharmacy,UPI,0
10.06,13,DE,dev_8990,Grocery,E-Wallet,0
0.0,4,AU,dev_9121,Grocery,UPI,0
99.62,18,AU,dev_7137,Electronics,Debit Card,0
35.28,15,ZA,dev_1396,Travel,Credit Card,0
23.49,11,FR,dev_8178,Restaurants,E-Wallet,0
1.04,3,CA,dev_1215,Electronics,Credit Card,0
62.17,7,ZA,dev_3840,Travel,Credit Card,0
152.39,6,SG,dev_4773,Clothing,E-Wallet,0
252.91,14,CA,dev_5913,Clothing,E-Wallet,0
66.73,5,AU,dev_6256,Travel,Credit Card,0
57.8,4,AU,dev_6918,Grocery,Net Banking,0
7.11,13,GB,dev_6941,Grocery,Net Banking,0
63.68,12,SG,dev_3182,Clothing,E-Wallet,0
38.24,9,ZA,dev_9626,Grocery,Credit Card,0
74.74,17,AU,dev_6168,Pharmacy,Credit Card,0
39.38,3,SG,dev_1030,Grocery,Debit Card,0
21.99,7,IN,dev_3796,Travel,Credit Card,0
7.98,10,BR,dev_5245,Fuel,Net Banking,0
30.26,16,FR,dev_8301,Travel,Debit Card,0
8.13,17,AU,dev_1993,Grocery,Net Banking,0
15.57,10,IN,dev_3364,Travel,UPI,0
349.52,15,CA,dev_6734,Restaurants,E-Wallet,0
46.97,11,FR,dev_4674,Clothing,UPI,0
60.72,12,SG,dev_1974,Fuel,E-Wallet,0
165.48,15,FR,dev_6911,Restaurants,Net Banking,0
433.53,0,DE,dev_5997,Restaurants,Net Banking,0
69.92,15,GB,dev_3859,Grocery,UPI,0
133.91,14,SG,dev_8065,Grocery,E-Wallet,0
31.67,5,IN,dev_1103,Restaurants,E-Wallet,0
29.19,11,AU,dev_5901,Restaurants,Debit Card,0
41.23,7,SG,dev_8901,Electronics,Credit Card,0
89.3,6,US,dev_2786,Electronics,Debit Card,0
91.7,1,DE,dev_1023,Pharmacy,Net Banking,0
30.29,11,IN,dev_6296,Clothing,UPI,0
11.44,13,CA,dev_9271,Restaurants,E-Wallet,0
80.06,15,US,dev_8326,Travel,Debit Card,0
10.99,10,SG,dev_8978,Fuel,UPI,0
69.11,19,GB,dev_3186,Electronics,UPI,0
94.58,8,US,dev_9908,Grocery,Credit Card,0
96.48,9,FR,dev_6982,Restaurants,E-Wallet,0
112.02,16,SG,dev_1262,Travel,UPI,0
165.0,11,IN,dev_7749,Fuel,E-Wallet,0
55.45,5,SG,dev_3315,Travel,Debit Card,0
104.82,18,GB,dev_8289,Pharmacy,UPI,0
77.23,10,BR,dev_3533,Travel,UPI,0
16.53,8,FR,dev_7636,Grocery,Debit Card,0
2.08,5,AU,dev_9344,Electronics,E-Wallet,0
26.79,15,SG,dev_5537,Travel,E-Wallet,0
46.82,19,GB,dev_5374,Fuel,UPI,0
